Generation,FamilyID,M2BW_PD00,SurRate_PD00,gAnimalEBV_PD00,sAnimalEBV_PD00,gStdAnimalEBV_PD00,sStdAnimalEBV_PD00,gStdAnimalEBV,sStdAnimalEBV,SelIndex,FamilyClass,SireID,DamID,EnvLabel,TankID,M2Age2,M1BW,M2BW,ADG,M2BL,gAnimalEBV,SurRate,sAnimalEBV,sReSurRate,Inbreeding,M2BWAllEnvs
G02,MRYGY18G0205111,45.09562842,0.612204007,4.39759291,0.1046647,0.499970952,0.501631547,0.499970952,0.501631547,64.02048905,NP,MRYGY17G010F224,MRYGY17G010C157,PD00,P10,180,1.38,46.74069767,0.405116279,11.71046512,4.39515817,0.573333333,0.1046647,0.510088733,0,45.09562842
G02,MRYGY18G0205111,45.09562842,0.612204007,4.39759291,0.1046647,0.499970952,0.501631547,0.499970952,0.501631547,64.02048905,NP,MRYGY17G010F224,MRYGY17G010C157,PD00,P11,166,1.98,43.6371134,0.425360825,11.40309278,4.399751546,0.646666667,0.1046647,0.510088733,0,45.09562842
G02,MRYGY18G0205112,34.29414894,0.630141844,5.065050532,0.0679611,0.500895091,0.500170776,0.500895091,0.500170776,65.1914954,NP,MRYGY17G010F224,MRYGY17G010B348,PD00,P10,157,0.9,35.43563218,0.325632184,10.80574713,5.054426437,0.58,0.0679611,0.49544729,0,34.29414894
G02,MRYGY18G0205112,34.29414894,0.630141844,5.065050532,0.0679611,0.500895091,0.500170776,0.500895091,0.500170776,65.1914954,NP,MRYGY17G010F224,MRYGY17G010B348,PD00,P11,143,0.96,33.31089109,0.351485149,10.61584158,5.07420198,0.673333333,0.0679611,0.49544729,0,34.29414894
G02,MRYGY18G0205121,42.23417085,0.672194305,7.994709548,0.0682387,0.504951272,0.500181824,0.504951272,0.500181824,81.14407995,NP,MRYGY17G010F250,MRYGY17G010B095,PD00,P10,167,1.06,44.14431818,0.395909091,11.71477273,7.997917045,0.586666667,0.0682387,0.495558029,0,42.23417085
G02,MRYGY18G0205121,42.23417085,0.672194305,7.994709548,0.0682387,0.504951272,0.500181824,0.504951272,0.500181824,81.14407995,NP,MRYGY17G010F250,MRYGY17G010B095,PD00,P11,153,1.16,40.71981982,0.416396396,11.38018018,7.992166667,0.74,0.0682387,0.495558029,0,42.23417085
G02,MRYGY18G0205122,41.13987342,0.526751055,9.139833544,-0.0306281,0.506536575,0.496247066,0.506536575,0.496247066,80.74723007,NP,MRYGY17G010F250,MRYGY17G010E595,PD00,P10,158,1.26,41.9025,0.383875,11.4925,9.12012625,0.533333333,-0.0306281,0.456204132,0,41.13987342
G02,MRYGY18G0205122,41.13987342,0.526751055,9.139833544,-0.0306281,0.506536575,0.496247066,0.506536575,0.496247066,80.74723007,NP,MRYGY17G010F250,MRYGY17G010E595,PD00,P11,144,1.27,40.35769231,0.42525641,11.37051282,9.160046154,0.52,-0.0306281,0.456204132,0,41.13987342
G02,MRYGY18G0205131,51.39692308,0.650017094,12.02751846,0.022373,0.510533588,0.498356407,0.510533588,0.498356407,100,NP,MRYGY17G010F294,MRYGY17G010E027,PD00,P10,169,1.45,54.54020619,0.48742268,12.32680412,12.16982371,0.646666667,0.022373,0.477272478,0,51.39692308
G02,MRYGY18G0205131,51.39692308,0.650017094,12.02751846,0.022373,0.510533588,0.498356407,0.510533588,0.498356407,100,NP,MRYGY17G010F294,MRYGY17G010E027,PD00,P11,155,1.4,48.28571429,0.493877551,11.92244898,11.88666531,0.653333333,0.022373,0.477272478,0,51.39692308
G02,MRYGY18G0205132,39.30561224,0.661564626,9.828271939,0.0031447,0.50748956,0.497591147,0.50748956,0.497591147,86.75371476,NP,MRYGY17G010F294,MRYGY17G010B674,PD00,P10,156,1.22,40.15747126,0.371034483,11.28965517,9.810745977,0.58,0.0031447,0.469618615,0,39.30561224
G02,MRYGY18G0205132,39.30561224,0.661564626,9.828271939,0.0031447,0.50748956,0.497591147,0.50748956,0.497591147,86.75371476,NP,MRYGY17G010F294,MRYGY17G010B674,PD00,P11,142,1.43,38.62568807,0.408440367,11.19816514,9.84226055,0.726666667,0.0031447,0.469618615,0,39.30561224
G02,MRYGY18G0205141,43.53410405,0.57761079,9.438852023,0.0170918,0.506950513,0.498146222,0.506950513,0.498146222,85.57067057,NP,MRYGY17G010F184,MRYGY17G010F774,PD00,P10,164,1.26,44.32168675,0.399036145,11.6686747,9.353459036,0.553333333,0.0170918,0.47516933,0,43.53410405
G02,MRYGY18G0205141,43.53410405,0.57761079,9.438852023,0.0170918,0.506950513,0.498146222,0.506950513,0.498146222,85.57067057,NP,MRYGY17G010F184,MRYGY17G010F774,PD00,P11,150,1.47,42.80777778,0.440111111,11.49222222,9.517603333,0.6,0.0170918,0.47516933,0,43.53410405
G02,MRYGY18G0205142,39.63240223,0.612327747,7.704593296,0.012522,0.504549618,0.49796435,0.504549618,0.49796435,75.8329877,NP,MRYGY17G010F184,MRYGY17G010F743,PD00,P10,164,1.22,42.40533333,0.384933333,11.56533333,7.789993333,0.5,0.012522,0.473350042,0,39.63240223
G02,MRYGY18G0205142,39.63240223,0.612327747,7.704593296,0.012522,0.504549618,0.49796435,0.504549618,0.49796435,75.8329877,NP,MRYGY17G010F184,MRYGY17G010F743,PD00,P11,150,1.28,37.63269231,0.390384615,11.06730769,7.643006731,0.693333333,0.012522,0.473350042,0,39.63240223
G02,MRYGY18G0205151,35.96760563,0.710766823,5.387167136,0.1820314,0.501341091,0.504710554,0.501341091,0.504710554,74.58654385,NP,MRYGY17G010F425,MRYGY17G010B288,PD00,P10,160,1.14,36.26213592,0.330776699,11.0038835,5.375956311,0.686666667,0.1820314,0.540882835,0,35.96760563
G02,MRYGY18G0205151,35.96760563,0.710766823,5.387167136,0.1820314,0.501341091,0.504710554,0.501341091,0.504710554,74.58654385,NP,MRYGY17G010F425,MRYGY17G010B288,PD00,P11,146,1.23,35.69181818,0.375181818,10.88909091,5.397664545,0.733333333,0.1820314,0.540882835,0,35.96760563
G02,MRYGY18G0205161,48.36790123,0.542057613,7.955251852,-0.0098,0.504896635,0.497075972,0.504896635,0.497075972,75.70053903,NP,MRYGY17G010A084,MRYGY17G010B067,PD00,P10,179,1.49,47.87763158,0.414210526,11.94342105,7.810784211,0.506666667,-0.0098,0.464472092,0,48.36790123
G02,MRYGY18G0205161,48.36790123,0.542057613,7.955251852,-0.0098,0.504896635,0.497075972,0.504896635,0.497075972,75.70053903,NP,MRYGY17G010A084,MRYGY17G010B067,PD00,P11,165,1.7,48.80116279,0.481046512,11.89418605,8.08292093,0.573333333,-0.0098,0.464472092,0,48.36790123
G02,MRYGY18G0205172,30.62864865,0.618846847,4.799495135,0.0738163,0.500527419,0.500403808,0.500527419,0.500403808,64.1394885,NP,MRYGY17G010A131,MRYGY17G010B621,PD00,P10,156,1.13,30.63908046,0.280804598,10.50804598,4.677833333,0.58,0.0738163,0.497783089,0,30.62864865
G02,MRYGY18G0205172,30.62864865,0.618846847,4.799495135,0.0738163,0.500527419,0.500403808,0.500527419,0.500403808,64.1394885,NP,MRYGY17G010A131,MRYGY17G010B621,PD00,P11,142,1.22,30.61938776,0.322959184,10.43163265,4.90750102,0.653333333,0.0738163,0.497783089,0,30.62864865
G02,MRYGY18G0205181,41.79948718,0.525470085,5.641098718,-0.0566241,0.501692671,0.495212519,0.501692671,0.495212519,59.97709475,NP,MRYGY17G010D223,MRYGY17G010B601,PD00,P10,168,1.44,44.17571429,0.392142857,11.64285714,5.63905,0.466666667,-0.0566241,0.445911668,0,41.79948718
G02,MRYGY18G0205181,41.79948718,0.525470085,5.641098718,-0.0566241,0.501692671,0.495212519,0.501692671,0.495212519,59.97709475,NP,MRYGY17G010D223,MRYGY17G010B601,PD00,P11,154,1.49,39.86534884,0.403604651,11.26627907,5.642766279,0.573333333,-0.0566241,0.445911668,0,41.79948718
G02,MRYGY18G0205182,39.70439024,0.683349593,5.06344633,0.1675766,0.500892875,0.504135308,0.500892875,0.504135308,71.85734245,NP,MRYGY17G010D223,MRYGY17G010F788,PD00,P10,168,1.27,41.59901961,0.370490196,11.48235294,5.182313703,0.68,0.1675766,0.535142453,0,39.70439024
G02,MRYGY18G0205182,39.70439024,0.683349593,5.06344633,0.1675766,0.500892875,0.504135308,0.500892875,0.504135308,71.85734245,NP,MRYGY17G010D223,MRYGY17G010F788,PD00,P11,154,1.44,37.82815534,0.382912621,11.0961165,4.94573301,0.686666667,0.1675766,0.535142453,0,39.70439024
G02,MRYGY18G0206011,31.12780749,0.634474153,5.548827273,0.1221042,0.501564918,0.502325616,0.501564918,0.502325616,71.45060927,NP,MRYGY17G010A173,MRYGY17G010E835,PD00,P10,152,1,30.94938272,0.288148148,10.34814815,5.341217284,0.54,0.1221042,0.517041976,0.0625,31.12780749
G02,MRYGY18G0206011,31.12780749,0.634474153,5.548827273,0.1221042,0.501564918,0.502325616,0.501564918,0.502325616,71.45060927,NP,MRYGY17G010A173,MRYGY17G010E835,PD00,P11,138,1.1,31.26415094,0.33509434,10.53773585,5.707472642,0.706666667,0.1221042,0.517041976,0.0625,31.12780749
G02,MRYGY18G0206012,31.26954545,0.733393939,3.3563348,0.2014615,0.498529254,0.505483777,0.498529254,0.505483777,64.84251964,NP,MRYGY17G010A173,MRYGY17G010C180,PD00,P10,156,1.16,33.02568807,0.303761468,10.72568807,3.448679076,0.726666667,0.2014615,0.548585416,0,31.26954545
G02,MRYGY18G0206012,31.26954545,0.733393939,3.3563348,0.2014615,0.498529254,0.505483777,0.498529254,0.505483777,64.84251964,NP,MRYGY17G010A173,MRYGY17G010C180,PD00,P11,142,1.15,29.54504505,0.311531532,10.31891892,3.265654386,0.74,0.2014615,0.548585416,0,31.26954545
G02,MRYGY18G0206031,35.67524752,0.686270627,6.773277723,0.0955526,0.503260226,0.501268895,0.503260226,0.501268895,76.33126179,NP,MRYGY17G010A726,MRYGY17G010E811,PD00,P10,156,1.08,37.34712644,0.344827586,11.14942529,6.817593103,0.58,0.0955526,0.506454325,0,35.67524752
G02,MRYGY18G0206031,35.67524752,0.686270627,6.773277723,0.0955526,0.503260226,0.501268895,0.503260226,0.501268895,76.33126179,NP,MRYGY17G010A726,MRYGY17G010E811,PD00,P11,142,1.18,34.41043478,0.364782609,10.82173913,6.739752174,0.766666667,0.0955526,0.506454325,0,35.67524752
G02,MRYGY18G0206041,46.36179245,0.708238994,6.956528302,0.1455343,0.503513928,0.503258088,0.503513928,0.503258088,80.67682416,NP,MRYGY17G010D344,MRYGY17G010B055,PD00,P10,171,1.24,47.58910891,0.421683168,11.8950495,6.804615842,0.673333333,0.1455343,0.526375177,0,46.36179245
G02,MRYGY18G0206041,46.36179245,0.708238994,6.956528302,0.1455343,0.503513928,0.503258088,0.503513928,0.503258088,80.67682416,NP,MRYGY17G010D344,MRYGY17G010B055,PD00,P11,157,1.44,45.24504505,0.456756757,11.76936937,7.094754955,0.74,0.1455343,0.526375177,0,46.36179245
G02,MRYGY18G0206051,41.42205882,0.680588235,5.644277408,0.0980482,0.501697072,0.501368218,0.501697072,0.501368218,70.35790817,NP,MRYGY17G010A751,MRYGY17G010B672,PD00,P10,169,1.25,42.98686869,0.38010101,11.4040404,5.626223143,0.66,0.0980482,0.507449774,0,41.42205882
G02,MRYGY18G0206051,41.42205882,0.680588235,5.644277408,0.0980482,0.501697072,0.501368218,0.501697072,0.501368218,70.35790817,NP,MRYGY17G010A751,MRYGY17G010B672,PD00,P11,155,1.31,39.94666667,0.402190476,11.22571429,5.6613,0.7,0.0980482,0.507449774,0,41.42205882
G02,MRYGY18G0206052,40.3124424,0.724086022,6.285983871,0.0964534,0.502585536,0.501304746,0.502585536,0.501304746,73.74122046,NP,MRYGY17G010A751,MRYGY17G010B766,PD00,P10,168,1.27,39.17333333,0.34752381,11.2647619,5.984124762,0.7,0.0964534,0.506813643,0,40.3124424
G02,MRYGY18G0206052,40.3124424,0.724086022,6.285983871,0.0964534,0.502585536,0.501304746,0.502585536,0.501304746,73.74122046,NP,MRYGY17G010A751,MRYGY17G010B766,PD00,P11,154,1.42,41.38035714,0.420982143,11.26428571,6.568976786,0.746666667,0.0964534,0.506813643,0,40.3124424
G02,MRYGY18G0206061,41.89761905,0.700063492,6.167927619,0.1856255,0.502422096,0.504853583,0.502422096,0.504853583,79.07387746,NP,MRYGY17G010A766,MRYGY17G010E263,PD00,P10,169,1.29,42.01698113,0.373301887,11.43490566,6.095053774,0.706666667,0.1856255,0.542308872,0,41.89761905
G02,MRYGY18G0206061,41.89761905,0.700063492,6.167927619,0.1856255,0.502422096,0.504853583,0.502422096,0.504853583,79.07387746,NP,MRYGY17G010A766,MRYGY17G010E263,PD00,P11,155,1.42,41.77596154,0.425096154,11.36538462,6.242202885,0.693333333,0.1856255,0.542308872,0,41.89761905
G02,MRYGY18G0206071,39.831,0.667733333,7.821236,0.0519021,0.504711116,0.499531639,0.504711116,0.499531639,79.10603811,NP,MRYGY17G010D307,MRYGY17G010E532,PD00,P10,170,1.35,44.24583333,0.390833333,11.778125,8.121967708,0.64,0.0519021,0.489041955,0,39.831
G02,MRYGY18G0206071,39.831,0.667733333,7.821236,0.0519021,0.504711116,0.499531639,0.504711116,0.499531639,79.10603811,NP,MRYGY17G010D307,MRYGY17G010E532,PD00,P11,156,1.32,35.75576923,0.358942308,10.97692308,7.5436375,0.693333333,0.0519021,0.489041955,0,39.831
G02,MRYGY18G0206072,40.9589372,0.690144928,7.894058454,0.1791783,0.504811943,0.504597012,0.504811943,0.504597012,88.03000977,NP,MRYGY17G010D307,MRYGY17G010B421,PD00,P10,166,1.33,43.62647059,0.392058824,11.6127451,8.045298039,0.68,0.1791783,0.539750431,0,40.9589372
G02,MRYGY18G0206072,40.9589372,0.690144928,7.894058454,0.1791783,0.504811943,0.504597012,0.504811943,0.504597012,88.03000977,NP,MRYGY17G010D307,MRYGY17G010B421,PD00,P11,152,1.36,38.36761905,0.393904762,11.15619048,7.74714,0.7,0.1791783,0.539750431,0,40.9589372
G02,MRYGY18G0206082,39.11363636,0.516450216,6.121078571,-0.0547664,0.502357215,0.495286447,0.502357215,0.495286447,62.71209787,NP,MRYGY17G010D697,MRYGY17G010B139,PD00,P10,164,1.35,40.54819277,0.362650602,11.32650602,6.134914458,0.553333333,-0.0547664,0.446646054,0,39.11363636
G02,MRYGY18G0206082,39.11363636,0.516450216,6.121078571,-0.0547664,0.502357215,0.495286447,0.502357215,0.495286447,62.71209787,NP,MRYGY17G010D697,MRYGY17G010B139,PD00,P11,150,1.46,37.43661972,0.382957746,11.07183099,6.104904225,0.473333333,-0.0547664,0.446646054,0,39.11363636
G02,MRYGY18G0206083,36.44166667,0.600074074,6.433293333,-0.0106109,0.502789487,0.4970437,0.502789487,0.4970437,67.36865482,NP,MRYGY17G010D697,MRYGY17G010E673,PD00,P10,160,1.36,40.47362637,0.369010989,11.32747253,6.782203297,0.606666667,-0.0106109,0.464149885,0,36.44166667
G02,MRYGY18G0206083,36.44166667,0.600074074,6.433293333,-0.0106109,0.502789487,0.4970437,0.502789487,0.4970437,67.36865482,NP,MRYGY17G010D697,MRYGY17G010E673,PD00,P11,146,1.34,32.31910112,0.336629213,10.57977528,6.076542697,0.593333333,-0.0106109,0.464149885,0,36.44166667
G02,MRYGY18G0206121,44.44736842,0.760526316,6.36550614,0.1905807,0.50269565,0.505050777,0.50269565,0.505050777,80.48047768,NP,MRYGY17G010F063,MRYGY17G010E109,PD00,P10,169,1.24,46.7990991,0.414504505,11.78468468,6.337164865,0.74,0.1905807,0.544274058,0,44.44736842
G02,MRYGY18G0206121,44.44736842,0.760526316,6.36550614,0.1905807,0.50269565,0.505050777,0.50269565,0.505050777,80.48047768,NP,MRYGY17G010F063,MRYGY17G010E109,PD00,P11,155,1.42,42.21623932,0.424871795,11.42735043,6.392394017,0.78,0.1905807,0.544274058,0,44.44736842
G02,MRYGY18G0206141,46.87546012,0.549243354,6.68666428,0.0070042,0.503140316,0.497744749,0.503140316,0.497744749,69.92708676,NP,MRYGY17G010A045,MRYGY17G010B665,PD00,P10,179,1.49,52.04794521,0.451643836,12.22465753,6.805409589,0.486666667,0.0070042,0.471154087,0,46.87546012
G02,MRYGY18G0206141,46.87546012,0.549243354,6.68666428,0.0070042,0.503140316,0.497744749,0.503140316,0.497744749,69.92708676,NP,MRYGY17G010A045,MRYGY17G010B665,PD00,P11,165,1.64,42.68,0.418444444,11.58777778,6.59034864,0.6,0.0070042,0.471154087,0,46.87546012
G02,MRYGY18G0206151,37.19223301,0.687249191,4.353431331,0.1421937,0.499909805,0.50312514,0.499909805,0.50312514,66.29484358,NP,MRYGY17G010A067,MRYGY17G010C425,PD00,P10,165,1.31,38.3490566,0.343301887,11.18207547,4.351455424,0.706666667,0.1421937,0.525045239,0,37.19223301
G02,MRYGY18G0206151,37.19223301,0.687249191,4.353431331,0.1421937,0.499909805,0.50312514,0.499909805,0.50312514,66.29484358,NP,MRYGY17G010A067,MRYGY17G010C425,PD00,P11,151,1.2,35.966,0.3697,10.888,4.355525793,0.666666667,0.1421937,0.525045239,0,37.19223301
G02,MRYGY18G0206152,38.5359375,0.641111111,4.990825826,0.045537,0.500792326,0.499278313,0.500792326,0.499278313,63.28528152,NP,MRYGY17G010A067,MRYGY17G010E346,PD00,P10,163,1.36,42.279,0.3789,11.46,5.240451818,0.666666667,0.045537,0.486503845,0,38.5359375
G02,MRYGY18G0206152,38.5359375,0.641111111,4.990825826,0.045537,0.500792326,0.499278313,0.500792326,0.499278313,63.28528152,NP,MRYGY17G010A067,MRYGY17G010E346,PD00,P11,149,1.16,34.4673913,0.354782609,10.77608696,4.719493225,0.613333333,0.045537,0.486503845,0,38.5359375
G02,MRYGY18G0206161,42.36524064,0.636327986,8.531022995,0.1030815,0.505693762,0.501568538,0.505693762,0.501568538,86.39544222,NP,MRYGY17G010A108,MRYGY17G010B814,PD00,P10,165,1.26,46.25,0.416625,11.82625,8.76835375,0.533333333,0.1030815,0.509457317,0,42.36524064
G02,MRYGY18G0206161,42.36524064,0.636327986,8.531022995,0.1030815,0.505693762,0.501568538,0.505693762,0.501568538,86.39544222,NP,MRYGY17G010A108,MRYGY17G010B814,PD00,P11,151,1.31,39.46074766,0.405700935,11.32149533,8.353579439,0.713333333,0.1030815,0.509457317,0,42.36524064
G02,MRYGY18G0206171,48.94895833,0.6425,9.201367708,0.0783076,0.506621722,0.500582559,0.506621722,0.500582559,88.38080455,NP,MRYGY17G010A151,MRYGY17G010B560,PD00,P10,165,1.32,50.68888889,0.456888889,12.00666667,9.297997778,0.6,0.0783076,0.499574847,0,48.94895833
G02,MRYGY18G0206171,48.94895833,0.6425,9.201367708,0.0783076,0.506621722,0.500582559,0.506621722,0.500582559,88.38080455,NP,MRYGY17G010A151,MRYGY17G010B560,PD00,P11,151,1.48,47.41372549,0.488529412,11.76568627,9.116105882,0.68,0.0783076,0.499574847,0,48.94895833
G02,MRYGY18G0206172,40.25939086,0.659526227,7.563890355,0.0603266,0.504354831,0.499866928,0.504354831,0.499866928,78.27092044,NP,MRYGY17G010A151,MRYGY17G010B702,PD00,P10,162,1.26,43.17282609,0.39173913,11.61521739,7.724552174,0.613333333,0.0603266,0.492401925,0,40.25939086
G02,MRYGY18G0206172,40.25939086,0.659526227,7.563890355,0.0603266,0.504354831,0.499866928,0.504354831,0.499866928,78.27092044,NP,MRYGY17G010A151,MRYGY17G010B702,PD00,P11,148,1.24,37.70666667,0.392857143,11.17142857,7.42312,0.7,0.0603266,0.492401925,0,40.25939086
G02,MRYGY18G0206182,38.76341463,0.689203252,7.483860488,0.0436844,0.504244032,0.499204581,0.504244032,0.499204581,76.72055776,NP,MRYGY17G010D237,MRYGY17G010B464,PD00,P10,162,1.5,40.11071429,0.357857143,11.36875,7.540266071,0.746666667,0.0436844,0.485765211,0,38.76341463
G02,MRYGY18G0206182,38.76341463,0.689203252,7.483860488,0.0436844,0.504244032,0.499204581,0.504244032,0.499204581,76.72055776,NP,MRYGY17G010D237,MRYGY17G010B464,PD00,P11,148,1.64,37.14086022,0.377849462,11.04946237,7.415931183,0.62,0.0436844,0.485765211,0,38.76341463
G02,MRYGY18G0206184,34.02392638,0.54793456,7.425823313,-0.0822485,0.504163666,0.494192801,0.504163666,0.494192801,67.96719201,NP,MRYGY17G010D237,MRYGY17G010E830,PD00,P10,151,1.03,34.42432432,0.321891892,10.74054054,7.375436486,0.493333333,-0.0822485,0.435801845,0,34.02392638
G02,MRYGY18G0206184,34.02392638,0.54793456,7.425823313,-0.0822485,0.504163666,0.494192801,0.504163666,0.494192801,67.96719201,NP,MRYGY17G010D237,MRYGY17G010E830,PD00,P11,137,1.07,33.69101124,0.36247191,10.67977528,7.467717978,0.593333333,-0.0822485,0.435801845,0,34.02392638
